TransactionID,Items
769,"""Queso, Panales, Salsa de Tomate, Pan, Cerveza, Detergente, Papas fritas"""
770,"""Chocolate, Pan"""
771,"""Queso, Papas fritas"""
772,"""Salsa de Tomate, Platanos, Cebolla"""
773,"""Chocolate, Papel Higienico, Leche, Salsa de Tomate, Mantequilla"""
774,"""Platanos, Papel Higienico, Leche, Yogur, Panales, Pan, Mantequilla, Detergente, Huevos"""
775,"""Chocolate, Yogur, Manzanas, Cebolla"""
776,"""Chocolate, Cebolla, Cafe, Cerveza, Papas fritas"""
777,"""Panales, Cafe, Manzanas"""
778,"""Cafe, Manzanas, Azucar, Cebolla"""
779,"""Queso, Yogur, Azucar, Salsa de Tomate, Cafe, Detergente"""
780,"""Platanos, Chocolate, Queso, Yogur, Pasta, Salsa de Tomate, Cerveza, Mantequilla, Papas fritas"""
781,"""Chocolate, Refresco, Leche, Pasta, Salsa de Tomate, Cerveza, Detergente, Papas fritas"""
782,"""Panales, Yogur, Salsa de Tomate, Cerveza, Detergente, Papas fritas"""
783,"""Yogur, Panales, Cerveza, Detergente, Huevos, Papas fritas"""
784,"""Chocolate, Papel Higienico, Panales, Pasta, Azucar, Salsa de Tomate, Cafe"""
785,"""Panales, Pasta, Mantequilla, Detergente, Huevos"""
786,"""Yogur, Panales, Azucar, Cerveza, Detergente"""
787,"""Chocolate, Papel Higienico, Leche, Azucar, Huevos, Papas fritas"""
788,"""Detergente, Huevos"""
789,"""Cafe, Azucar"""
790,"""Mantequilla, Pan"""
791,"""Chocolate, Refresco, Leche, Yogur, Pasta, Panales, Salsa de Tomate, Manzanas, Papas fritas"""
792,"""Platanos, Papel Higienico, Refresco, Leche, Panales, Pan, Cerveza, Detergente, Papas fritas"""
793,"""Mantequilla, Cafe, Huevos, Azucar"""
794,"""Refresco, Pan, Cebolla"""
795,"""Salsa de Tomate, Pasta, Panales, Cerveza"""
796,"""Leche, Panales, Salsa de Tomate, Pan, Cerveza, Papas fritas"""
797,"""Platanos, Salsa de Tomate, Detergente, Manzanas, Papas fritas"""
798,"""Chocolate, Leche, Yogur, Pasta, Salsa de Tomate, Pan, Cerveza"""
799,"""Mantequilla, Detergente, Papel Higienico, Papas fritas"""
800,"""Huevos, Refresco, Salsa de Tomate, Manzanas, Papas fritas"""
801,"""Chocolate, Pasta, Azucar, Salsa de Tomate, Cafe, Detergente"""
802,"""Huevos, Queso, Yogur, Salsa de Tomate, Pan, Mantequilla, Manzanas"""
803,"""Cafe, Azucar, Pan"""
804,"""Mantequilla, Chocolate, Cafe, Cebolla"""
805,"""Papel Higienico, Queso, Leche, Yogur, Huevos"""
806,"""Leche, Panales, Cebolla, Pan, Mantequilla, Huevos, Papas fritas"""
807,"""Papas fritas, Cebolla"""
808,"""Papel Higienico, Huevos"""
809,"""Platanos, Pasta, Cebolla, Salsa de Tomate, Pan, Mantequilla, Manzanas"""
810,"""Queso, Panales, Cebolla"""
811,"""Papel Higienico, Yogur, Pan, Cerveza, Papas fritas"""
812,"""Mantequilla, Huevos"""
813,"""Chocolate, Papel Higienico, Panales, Azucar, Cebolla, Cafe, Cerveza, Detergente, Manzanas, Papas fritas"""
814,"""Papel Higienico, Pan, Mantequilla, Manzanas, Papas fritas"""
815,"""Queso, Detergente"""
816,"""Platanos, Papel Higienico, Pasta, Cebolla, Salsa de Tomate, Pan, Mantequilla, Manzanas"""
817,"""Platanos, Chocolate, Queso, Leche, Panales, Yogur, Pan, Cerveza, Mantequilla, Manzanas, Papas fritas"""
818,"""Leche, Salsa de Tomate, Detergente, Huevos, Papas fritas"""
819,"""Queso"""
820,"""Platanos, Chocolate, Cebolla, Salsa de Tomate, Mantequilla"""
821,"""Chocolate, Queso, Yogur, Azucar, Pan, Huevos, Papas fritas"""
822,"""Platanos, Chocolate, Queso, Yogur, Pan, Papas fritas"""
823,"""Platanos, Chocolate, Yogur, Azucar, Cafe"""
824,"""Refresco, Panales, Pasta, Yogur, Cebolla, Salsa de Tomate, Pan, Cerveza, Detergente, Papas fritas"""
825,"""Detergente"""
826,"""Papel Higienico, Refresco, Panales, Cafe, Pan, Cerveza, Mantequilla, Manzanas, Papas fritas"""
827,"""Chocolate, Papel Higienico, Refresco, Leche, Azucar, Manzanas, Huevos"""
828,"""Chocolate, Queso, Pasta, Panales, Azucar, Cebolla, Salsa de Tomate, Pan, Cerveza, Papas fritas"""
829,"""Pasta, Yogur, Papel Higienico, Refresco"""
830,"""Panales, Pasta, Yogur, Azucar, Cerveza, Mantequilla, Huevos"""
831,"""Platanos, Papel Higienico, Leche, Panales, Azucar, Cebolla, Cerveza, Manzanas, Papas fritas"""
832,"""Papel Higienico, Panales, Salsa de Tomate, Cerveza, Papas fritas"""
833,"""Manzanas, Azucar"""
834,"""Papel Higienico, Panales, Azucar, Salsa de Tomate, Cafe, Cerveza, Papas fritas"""
835,"""Papel Higienico, Huevos, Leche, Azucar, Salsa de Tomate, Cafe, Cerveza, Mantequilla, Manzanas"""
836,"""Chocolate, Refresco, Pasta, Salsa de Tomate, Papas fritas"""
837,"""Chocolate, Queso, Leche, Azucar, Mantequilla"""
838,"""Huevos, Queso, Panales, Manzanas, Papas fritas"""
839,"""Platanos"""
840,"""Salsa de Tomate, Yogur, Huevos"""
841,"""Yogur, Pasta, Panales, Salsa de Tomate, Cerveza, Mantequilla, Papas fritas"""
842,"""Chocolate, Refresco, Queso, Leche, Mantequilla, Manzanas"""
843,"""Refresco, Yogur, Panales, Cebolla, Pan, Cerveza, Detergente, Huevos"""
844,"""Platanos, Chocolate, Papel Higienico, Leche, Cebolla, Detergente, Huevos"""
845,"""Manzanas"""
846,"""Chocolate, Queso, Leche"""
847,"""Platanos, Papel Higienico, Cerveza, Detergente, Papas fritas"""
848,"""Salsa de Tomate, Chocolate, Pasta, Cebolla"""
849,"""Yogur, Papas fritas, Cerveza"""
850,"""Papel Higienico, Manzanas, Detergente, Papas fritas"""
851,"""Platanos"""
852,"""Salsa de Tomate, Cafe, Mantequilla, Azucar"""
853,"""Panales, Azucar, Cebolla, Pan, Mantequilla, Manzanas"""
854,"""Chocolate, Leche, Yogur, Pasta, Cebolla, Salsa de Tomate, Detergente, Papas fritas"""
855,"""Chocolate, Leche, Azucar, Cebolla, Cafe, Cerveza, Mantequilla, Papas fritas"""
856,"""Yogur, Azucar, Cafe, Cerveza, Mantequilla, Detergente, Papas fritas"""
857,"""Panales, Huevos"""
858,"""Queso"""
859,"""Platanos, Refresco, Queso, Leche, Cebolla, Salsa de Tomate, Cafe, Pan, Mantequilla"""
860,"""Platanos, Chocolate, Huevos, Yogur, Salsa de Tomate, Manzanas"""
861,"""Papel Higienico, Pasta, Yogur, Azucar, Salsa de Tomate, Cafe, Cerveza, Detergente, Manzanas, Papas fritas"""
862,"""Queso, Panales, Yogur, Pasta, Azucar, Salsa de Tomate, Pan, Cerveza, Mantequilla, Papas fritas"""
863,"""Salsa de Tomate, Pasta"""
864,"""Cerveza"""
865,"""Chocolate, Leche, Papel Higienico, Manzanas"""
866,"""Refresco, Pasta, Cebolla, Salsa de Tomate, Cerveza, Detergente, Huevos"""
867,"""Manzanas, Papas fritas, Cebolla"""
868,"""Mantequilla, Chocolate, Manzanas"""
869,"""Platanos, Manzanas"""
870,"""Papel Higienico, Refresco, Queso, Pasta, Azucar, Salsa de Tomate, Mantequilla, Detergente, Huevos"""
871,"""Cafe, Azucar, Pan"""
872,"""Refresco, Huevos, Queso, Pasta, Salsa de Tomate, Pan, Detergente, Manzanas"""
873,"""Cerveza"""
874,"""Mantequilla, Pan, Refresco"""
875,"""Platanos, Panales, Azucar, Cebolla, Cafe, Pan, Mantequilla, Huevos"""
876,"""Chocolate, Refresco, Yogur, Panales, Cerveza, Papas fritas"""
877,"""Papas fritas, Cerveza"""
878,"""Papel Higienico, Queso, Pasta, Panales, Azucar, Salsa de Tomate, Pan, Manzanas"""
879,"""Panales, Detergente, Azucar, Cerveza"""
880,"""Leche, Papel Higienico, Azucar"""
881,"""Papel Higienico, Cebolla, Mantequilla, Detergente, Manzanas"""
882,"""Cebolla"""
883,"""Chocolate, Panales, Cebolla, Mantequilla, Detergente"""
884,"""Platanos, Pasta, Yogur, Azucar, Cebolla, Salsa de Tomate, Huevos"""
885,"""Chocolate, Refresco, Yogur, Azucar, Mantequilla"""
886,"""Chocolate, Refresco, Leche, Azucar, Cafe, Cerveza, Manzanas, Papas fritas"""
887,"""Chocolate, Papel Higienico, Queso, Cebolla, Detergente"""
888,"""Papel Higienico, Leche, Panales, Yogur, Mantequilla"""
889,"""Queso"""
890,"""Cebolla"""
891,"""Chocolate, Leche, Pasta, Azucar, Salsa de Tomate, Cafe, Cerveza, Papas fritas"""
892,"""Panales, Cebolla, Pan, Detergente, Manzanas"""
893,"""Mantequilla, Panales, Detergente"""
894,"""Mantequilla, Leche, Papas fritas"""
895,"""Leche, Panales, Yogur, Pan, Mantequilla"""
896,"""Refresco, Azucar, Salsa de Tomate, Mantequilla, Manzanas, Huevos"""
897,"""Queso, Panales, Yogur, Salsa de Tomate, Pan, Papas fritas"""
898,"""Chocolate, Papel Higienico, Refresco, Leche, Panales, Azucar, Cafe, Cerveza, Detergente, Papas fritas"""
899,"""Chocolate, Yogur, Panales, Azucar, Cafe, Cerveza, Detergente, Papas fritas"""
900,"""Chocolate, Refresco, Leche, Panales, Cebolla"""
901,"""Chocolate, Leche, Yogur, Cebolla, Salsa de Tomate"""
902,"""Platanos, Chocolate, Papel Higienico, Refresco, Queso, Detergente, Huevos"""
903,"""Leche, Papel Higienico, Papas fritas, Refresco"""
904,"""Papel Higienico, Refresco, Yogur, Panales, Cerveza, Papas fritas"""
905,"""Chocolate, Papel Higienico, Refresco, Queso, Leche, Cebolla"""
906,"""Manzanas, Huevos"""
907,"""Mantequilla, Pan, Huevos, Azucar"""
908,"""Chocolate, Queso, Cerveza, Mantequilla, Papas fritas"""
909,"""Chocolate, Salsa de Tomate, Cafe, Mantequilla, Manzanas"""
910,"""Salsa de Tomate, Manzanas, Papas fritas, Refresco"""
911,"""Huevos"""
912,"""Cerveza"""
913,"""Mantequilla, Leche, Pan, Papas fritas"""
914,"""Chocolate, Leche, Azucar, Cerveza, Papas fritas"""
915,"""Salsa de Tomate, Panales, Papas fritas, Cerveza"""
916,"""Queso"""
917,"""Yogur"""
918,"""Platanos, Queso, Leche, Yogur, Detergente"""
919,"""Platanos"""
920,"""Cerveza, Panales, Papas fritas, Cebolla"""
921,"""Huevos, Leche, Azucar, Cerveza, Manzanas, Papas fritas"""
922,"""Chocolate, Leche, Panales, Azucar, Cafe, Pan, Cerveza, Mantequilla, Papas fritas"""
923,"""Papel Higienico, Huevos, Cebolla, Salsa de Tomate, Cafe, Cerveza, Manzanas, Papas fritas"""
924,"""Detergente"""
925,"""Yogur"""
926,"""Mantequilla, Detergente, Papel Higienico, Papas fritas"""
927,"""Papel Higienico, Queso, Pasta, Azucar, Salsa de Tomate, Cerveza, Detergente, Huevos"""
928,"""Chocolate, Leche, Yogur, Pasta, Cebolla, Salsa de Tomate"""
929,"""Refresco, Leche, Yogur, Panales, Azucar, Salsa de Tomate, Cafe, Detergente"""
930,"""Azucar"""
931,"""Platanos, Panales, Refresco"""
932,"""Huevos"""
933,"""Platanos, Leche, Salsa de Tomate, Manzanas, Papas fritas"""
934,"""Chocolate, Cafe, Azucar, Cebolla"""
935,"""Chocolate, Refresco, Pasta, Azucar, Salsa de Tomate, Pan, Cafe, Cerveza"""
936,"""Papel Higienico, Refresco, Leche, Yogur, Salsa de Tomate, Cerveza, Mantequilla, Huevos"""
937,"""Yogur, Platanos, Detergente, Papas fritas"""
938,"""Salsa de Tomate, Mantequilla, Refresco"""
939,"""Platanos, Refresco, Yogur, Pan, Mantequilla, Huevos"""
940,"""Platanos, Chocolate, Refresco, Leche, Yogur, Azucar, Cafe, Cerveza, Papas fritas"""
941,"""Salsa de Tomate, Detergente, Cafe, Pan"""
942,"""Chocolate, Refresco, Salsa de Tomate, Pan, Mantequilla, Detergente, Papas fritas"""
943,"""Refresco, Yogur, Salsa de Tomate, Mantequilla, Detergente, Papas fritas"""
944,"""Chocolate, Queso, Leche, Yogur, Panales, Azucar, Cerveza, Detergente, Manzanas, Papas fritas"""
945,"""Detergente, Cebolla, Papel Higienico, Pan"""
946,"""Salsa de Tomate, Chocolate, Papas fritas"""
947,"""Queso, Papas fritas, Cerveza"""
948,"""Chocolate, Leche, Yogur, Salsa de Tomate, Huevos"""
949,"""Papel Higienico, Queso, Leche, Yogur, Cebolla, Salsa de Tomate, Mantequilla, Huevos"""
950,"""Leche, Panales, Yogur, Azucar, Cebolla"""
951,"""Platanos, Chocolate, Refresco, Yogur, Cebolla"""
952,"""Leche, Panales, Cebolla"""
953,"""Chocolate, Leche, Pasta"""
954,"""Papas fritas"""
955,"""Queso, Cebolla"""
956,"""Chocolate, Queso, Leche, Pasta, Cebolla, Salsa de Tomate, Huevos, Papas fritas"""
957,"""Chocolate, Refresco, Leche, Pasta, Cebolla, Salsa de Tomate"""
958,"""Cafe, Azucar"""
959,"""Refresco, Leche, Panales, Pan, Cerveza, Mantequilla, Huevos"""
960,"""Detergente, Huevos, Azucar"""
961,"""Platanos, Refresco, Queso, Panales, Cebolla, Cerveza, Detergente, Manzanas, Huevos, Papas fritas"""
962,"""Panales, Pasta, Yogur, Azucar, Salsa de Tomate, Cafe, Cerveza"""
963,"""Pan, Papel Higienico"""
964,"""Platanos, Queso, Panales, Azucar, Cafe, Cerveza, Mantequilla"""
965,"""Refresco, Leche, Pasta, Salsa de Tomate, Papas fritas"""
966,"""Leche, Pasta, Azucar, Salsa de Tomate, Cerveza, Papas fritas"""
967,"""Queso, Cebolla"""
968,"""Papel Higienico, Refresco, Queso, Panales, Yogur, Salsa de Tomate, Cerveza, Manzanas"""
969,"""Papel Higienico, Azucar"""
970,"""Platanos, Yogur, Manzanas"""
971,"""Panales, Yogur, Salsa de Tomate, Cerveza, Papas fritas"""
972,"""Huevos, Papas fritas, Cerveza"""
973,"""Platanos, Refresco, Pasta, Yogur, Cebolla, Salsa de Tomate, Cerveza, Detergente"""
974,"""Cafe, Azucar"""
975,"""Chocolate, Queso, Leche, Pasta, Azucar, Salsa de Tomate, Pan, Cafe, Detergente, Manzanas"""
976,"""Panales, Azucar, Cebolla"""
977,"""Panales, Yogur, Azucar, Salsa de Tomate, Cafe, Cerveza, Manzanas, Papas fritas"""
978,"""Cebolla"""
979,"""Platanos, Queso, Pasta, Salsa de Tomate, Cerveza, Mantequilla, Papas fritas"""
980,"""Cerveza"""
981,"""Platanos, Papel Higienico, Refresco, Queso, Yogur, Azucar, Cafe, Mantequilla"""
982,"""Papas fritas"""
983,"""Cebolla"""
984,"""Yogur, Huevos"""
985,"""Queso, Panales, Salsa de Tomate, Cerveza, Papas fritas"""
986,"""Refresco, Azucar, Cebolla, Cafe, Detergente"""
987,"""Mantequilla, Cerveza"""
988,"""Chocolate, Papel Higienico, Queso, Leche, Yogur, Panales, Cerveza, Papas fritas"""
989,"""Leche, Azucar, Cebolla, Salsa de Tomate, Cerveza"""
990,"""Platanos, Chocolate, Refresco, Yogur, Cebolla, Papas fritas"""
991,"""Papel Higienico, Queso, Panales, Azucar, Cafe, Cerveza, Mantequilla"""
992,"""Papas fritas, Cerveza"""
993,"""Mantequilla, Pan"""
994,"""Platanos, Papel Higienico, Refresco, Salsa de Tomate, Pan, Mantequilla"""
995,"""Chocolate, Refresco, Pasta, Salsa de Tomate, Huevos"""
996,"""Mantequilla, Cebolla"""
997,"""Queso, Panales, Papas fritas, Cerveza"""
998,"""Cafe, Azucar"""
999,"""Platanos, Chocolate, Papel Higienico, Leche, Pasta, Panales, Azucar, Salsa de Tomate, Cafe, Cerveza, Papas fritas"""
1000,"""Queso"""
